,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
283,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,7,3,0,1,6,0,1,0,0,33458506.027707458,242317610.23230574,550900000.0,0.0,0.0,0.0024536719412743295,0.02704106832234753
284,0,0,0,0,0,0,0,0,3,6,0,0,0,2,0,0,6,6,1,1,3,6,1,0,639511766.8174523,266148263.5530453,84600000.0,37720.482367044126,0.0040887601347881,0.1483283598814869,0.0
285,1,1,0,0,0,0,0,0,0,7,0,0,0,3,0,2,0,7,6,5,7,1,0,0,122494233.06836206,246553379.77940577,230600000.0,0.0,0.014007991468200837,0.17603929088111495,0.013520534161173764
286,0,1,0,0,0,0,0,0,0,2,3,0,2,2,0,6,0,0,2,3,1,2,0,0,73352140.82647476,253926688.92608887,230600000.0,0.0,0.03388350429849145,0.0,0.02704106832234753
287,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,2904157580.719046,48238233.22565911,115300000.0,49888.33522864275,0.20441994087553578,0.07186929751365233,0.0
288,0,1,0,0,0,0,0,0,0,7,3,5,0,2,0,7,3,0,7,2,6,0,0,0,94685031.84039935,345393522.06833017,30700000.0,0.0,0.026106294671575055,0.0,0.06242204042475632
289,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,1,0,6,0,0,0,2826142966.424882,120923862.76506948,30700000.0,0.0,1.924204776381138,0.014056103685474145,0.0
290,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,6,0,7,0,2099494950.5646334,107278434.04108134,253800000.0,86565.0732265455,0.010567370325850403,0.53202758285802,0.0
291,0,1,0,0,0,0,0,0,1,7,2,0,7,2,0,0,4,3,3,1,5,0,0,0,631880999.2454894,324948421.10024756,30700000.0,18667.877999019856,0.0005036892616225341,0.41290332408958885,0.016497472672806223
292,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,3,1,2,3,2,1,0,1945255921.7817032,242183272.9420153,84600000.0,0.0,0.626097641663342,1.9476565769309977,0.0
293,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,2,6,1,0,0,1968441149.7049088,133744902.46934518,115300000.0,104672.14893502314,0.005175905089388151,0.39268259879781053,0.0
294,0,1,0,0,0,0,0,0,0,4,1,0,3,1,0,5,3,1,5,3,1,1,0,0,86879349.4438276,313748458.06946117,115300000.0,0.0,0.044207035939081527,0.0,0.023234832597149143
295,0,0,0,0,0,0,0,0,2,5,3,0,7,0,3,7,3,2,7,6,1,0,0,0,122614225.04333739,373669715.96943873,84600000.0,5941.284853627731,0.001130609974257433,0.00282538871228792,0.015096184491561946
296,0,1,0,0,0,0,0,0,0,5,2,0,3,3,0,7,0,0,5,5,6,0,0,0,115412573.44786263,274799136.75717014,115300000.0,0.0,0.007537399828382887,0.0,0.10203113689493626
297,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,7,3,5,0,0,0,1174376631.10415,145854753.2048801,363800000.0,0.0,0.5822296409893563,0.682578153070542,0.0
298,0,1,0,1,0,0,0,0,0,6,0,0,0,2,0,1,0,0,1,2,6,1,0,0,1121276529.8869166,176696974.15615663,454300000.0,0.0,0.024469752221699094,1.8710922986061325,0.0
299,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,2819191871.979723,83232521.78355296,213300000.0,32479.70289529473,0.23090457316573654,0.0,0.0
300,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0,7,0,3,1,6,1,0,0,2124592644.462893,181317990.38705134,30700000.0,14315.922701613299,0.5169725847591005,0.06635131993252615,0.0
301,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,3,3,1,2,3,1,1,0,938791069.5016634,260612646.95297801,84600000.0,0.0,0.0416000235524651,1.7249916536284509,0.0
302,1,1,0,1,0,0,0,0,3,4,0,0,1,0,0,0,0,0,5,5,1,1,0,0,1093885254.263028,144137653.48957178,654200000.0,58723.89719058078,0.001798220212762459,0.21845068638744372,0.0
303,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,4,4,3,0,0,567803980.7373408,121285319.67545106,750800000.0,30179.910952680057,0.0028917693245901314,0.11152845107742973,0.0
304,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,6,5,1,7,0,1452768203.2361672,121066424.9194443,405700000.0,57697.338008453255,0.022846693634762417,0.32301425952126644,0.0
305,0,1,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,2,6,2,5,0,0,1106334373.155082,152173257.64057198,315200000.0,47743.59094553154,0.0036147116557376647,0.27483619241814167,0.0
306,1,0,0,0,0,0,0,0,3,1,0,7,3,2,0,1,0,1,4,1,0,1,1,0,1879142137.8345482,307511946.86053705,61400000.0,24949.083802448662,0.15393638211049102,0.013700245666737358,0.0
307,0,0,0,0,0,0,0,0,1,6,5,0,7,2,0,7,7,3,0,2,5,1,0,0,42845574.75563544,414689737.69912916,84600000.0,1260.0510525818754,0.0,0.007978606605255466,0.009536220780354186
308,0,1,0,0,0,0,0,0,0,7,2,0,0,2,0,1,3,3,0,1,5,0,0,0,560483673.7373688,248862192.57076332,115300000.0,0.0,0.024717535232886636,0.9662849778048193,0.041672733293844216
309,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,1,1,0,6,5,3,0,1,856302637.2446837,466179677.1913757,0.0,11618.020921321644,0.08127359744676681,0.00022645622692951266,0.0
310,1,1,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,2,5,5,3,0,0,4227346.108119677,193437757.27442876,563700000.0,0.0,0.0049200756888682666,0.0,0.0
311,0,1,0,0,0,0,0,0,0,6,1,0,0,2,0,7,7,0,2,5,7,0,0,0,138333381.6004192,258264221.23662043,30700000.0,0.0,0.0626792564830578,0.0,0.06242204042475632
312,0,1,0,0,0,0,1,0,0,5,0,0,3,3,0,7,0,0,5,2,1,0,0,0,137709092.8924827,216692436.85451922,371400000.0,0.0,0.02261219948514866,0.0,0.10047436293229359
313,0,1,0,0,0,0,0,0,1,0,2,6,0,2,0,7,3,0,7,2,1,0,0,1,1816580134.1883929,266975163.9826967,30700000.0,10636.753522347733,0.46367035012869867,0.0,0.0
314,0,0,0,0,0,0,0,0,2,7,3,0,0,3,0,6,3,4,2,2,3,2,0,0,43804605.8185538,318636913.3485571,30700000.0,2138.016220754264,0.00236494103638166,0.0,0.004056160248352129
315,0,0,0,0,0,0,0,0,0,7,3,3,7,0,0,1,3,4,3,3,6,0,0,0,705964107.5549786,362867000.44497705,0.0,0.0,0.0013991368378403724,1.337763837101202,0.034210962395415226
316,0,1,0,0,0,0,0,0,3,9,0,0,0,1,0,0,0,4,6,2,2,0,0,3,1291004917.7720697,211413855.1073562,115300000.0,70832.33619758763,0.002966104227946396,0.2684532370682357,0.0
317,0,0,0,0,0,0,0,0,0,6,0,3,0,2,0,0,4,4,1,3,2,0,0,0,817902593.752734,235328166.68083566,0.0,0.0,0.09984061211470051,1.3302408409172843,0.03121102021237816
318,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,3,0,1,2,6,0,0,0,1979420963.1964948,162980195.0069807,30700000.0,0.0,1.2893619542406292,0.29835404910913976,0.0
319,0,1,0,0,0,0,0,0,3,7,0,7,7,1,0,7,2,2,3,6,2,0,0,0,109501254.65389277,400606129.3801299,30700000.0,6974.121884705151,0.0003357928410816894,0.0,0.012260077233324895
320,0,1,0,0,0,0,0,0,0,6,5,0,0,3,0,0,7,0,6,2,0,1,0,0,350536487.82496923,255402737.19414458,146000000.0,0.0,0.014007991468200837,0.6103399552816591,0.02704106832234753
321,0,1,0,0,0,0,0,0,2,7,3,0,1,6,7,5,7,4,2,3,3,2,1,0,6656734.347710932,510472033.2140426,61400000.0,289.78910512806755,0.0009650703835570328,0.0002602154085281182,0.0
322,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,7,3,2,5,0,0,669989751.134657,138909770.02176195,448400000.0,23787.653894431718,0.028819466871423123,0.07263667356916409,0.0
323,0,1,1,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,1,6,7,5,0,0,2133028899.4951417,163125575.10108706,400400000.0,45407.118825230194,0.13747774870368695,0.09173668596483114,0.0
324,0,1,0,0,0,0,0,0,3,1,0,7,1,2,0,1,0,0,5,1,6,0,0,0,2478472319.751202,239931868.23469704,30700000.0,55083.38049217604,0.15393638211049102,0.1292591808099529,0.0
325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,1,1,0,2952065040.640046,88263365.10984257,230600000.0,0.0,1.7018246089093112,0.6584534732866623,0.0
326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,3265659638.4013257,35104935.44747798,454300000.0,0.0,1.7018246089093112,1.187550078513027,0.0
327,0,0,0,0,0,0,0,0,3,4,1,0,4,6,0,7,0,0,7,2,4,2,0,0,41670128.24890825,312606605.07359225,417700000.0,2696.2710979207577,0.0,0.0,0.0048673922980225545
328,0,0,0,0,0,0,0,0,1,7,0,3,6,5,3,0,3,4,4,3,7,0,7,0,882385830.7427435,464608464.9700371,0.0,23330.727603206662,0.0010073785232450681,0.6095930212884221,0.0
329,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,3,2,0,0,0,0,1460219780.9347858,130026285.18782915,169200000.0,0.0,0.07044913550566935,2.512243549398015,0.0
330,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,5,1,1,0,0,2834037125.7902217,119120746.98964228,92100000.0,0.0,1.924204776381138,0.025826723799442116,0.0
331,0,0,0,0,0,0,0,0,0,9,0,0,3,3,7,1,3,7,3,6,0,9,0,3,488515505.0521096,476740803.11763394,30700000.0,0.0,0.0,0.9687628539216062,0.0
332,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,5,5,2,0,0,1926999417.7107768,175303940.64542818,623500000.0,0.0,0.019349728645646512,3.230970450889286,0.0
333,0,1,0,0,0,0,0,0,0,5,2,0,0,2,0,1,0,0,1,1,4,0,0,0,1641266291.7495918,184387443.28016862,115300000.0,0.0,0.03224455766211757,2.744724268628876,0.0
334,0,0,0,0,0,0,0,0,1,4,5,0,0,3,0,1,0,4,4,5,3,1,0,0,1065729117.4249905,263863759.25570935,199900000.0,28296.26635768761,0.005175905089388151,0.6703879852223914,0.0004317869968646424
335,1,1,0,1,0,0,0,0,0,5,3,1,0,2,0,7,3,0,2,6,2,0,0,0,43743283.733841896,284819534.1243358,267200000.0,0.0,0.017179687706106107,0.0,0.02304862380952447
336,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,2,0,0,5,5,3,0,0,0,2313605804.097474,100450934.08450752,327000000.0,35270.80989086829,0.16974379906481146,0.03862155614208146,0.0
337,0,1,0,0,0,0,0,0,0,6,5,0,0,2,0,0,3,3,1,2,5,0,0,0,410738444.4621182,246671952.22451538,146000000.0,0.0,0.024098077704917766,0.6604096003223364,0.04499411508144788
338,0,0,0,0,0,0,0,0,3,9,0,0,3,2,0,1,3,7,3,7,3,5,3,3,488515505.0521096,413284243.42371356,30700000.0,29621.46355000457,0.0,0.11625154247059272,0.0
339,0,1,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,4,3,6,1,0,0,567803980.7373408,191582453.91724905,448400000.0,0.0,0.024098077704917766,0.9294037589785812,0.0
340,0,0,0,0,0,0,0,0,0,6,1,0,7,2,0,1,4,3,1,2,3,0,0,5,556833204.6761961,364362242.12624377,30700000.0,0.0,0.03867666027169162,0.9457416552554077,0.03126933961883142
341,0,0,0,0,0,0,0,0,0,6,4,0,6,2,0,0,0,7,2,1,0,0,0,0,1351020057.0880587,285993685.9976767,84600000.0,0.0,0.0,2.3893875912694402,0.0322007423690883
342,0,0,0,0,0,0,0,0,0,7,1,0,7,1,0,1,5,2,3,5,6,2,0,4,611616218.7789456,408845489.6952875,0.0,0.0,0.0013991368378403724,1.2412293187666186,0.0
343,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,0,0,7,1,1,3,0,0,720365027.6627942,92278904.12339266,672100000.0,8662.866023397644,0.05747343997557492,0.0,0.0
344,0,0,0,0,0,0,0,0,0,7,5,3,2,2,0,7,7,3,0,2,5,0,0,0,102862600.98457241,423749605.4076562,84600000.0,0.0,0.0052949779773388585,0.021831622819261477,0.07844982951094077
345,0,0,0,0,0,0,0,0,0,8,0,3,1,3,0,1,5,3,4,2,0,0,0,0,681501919.7409,317122282.23496634,0.0,0.0,0.014747036806177786,1.2389048533954667,0.05394129947718711
346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,1,0,0,1011016045.8027356,140137333.84597647,253800000.0,0.0,0.1202952222427301,1.66722662107109,0.0
347,1,1,0,1,0,0,0,0,2,5,7,1,0,1,0,0,0,0,5,1,5,0,0,0,1097146250.4762945,253840094.92510933,351800000.0,47444.20268657167,0.0027953026827872143,0.2730633579843047,0.0
348,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,6,2,0,0,2831273159.4606056,116584797.47661312,115300000.0,21906.70107427412,0.6132598226266074,0.16435743540599212,0.0
349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,2,1,0,1,0,678901912.5447754,125779320.30361421,284500000.0,0.0,0.15246125181380438,0.9082326480557097,0.0
350,0,1,0,0,0,0,0,0,0,5,1,7,0,2,0,5,7,0,3,2,4,0,0,0,122714184.20278642,316137581.9490455,146000000.0,0.0,0.031625100134148695,0.0,0.08450450669266221
351,0,0,0,0,0,0,0,0,1,6,2,0,0,2,0,0,0,3,0,3,0,1,0,0,1624858592.024509,206800854.78682783,84600000.0,40743.313735955446,0.0122662804043643,1.0282079429826547,0.0
352,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,4,0,0,2,5,7,0,0,0,112796106.29969172,170001036.2704676,417700000.0,0.0,0.024717535232886636,0.11775755597299163,0.020923426162932114
353,0,1,0,0,0,0,0,0,0,7,0,3,6,2,0,7,3,4,2,3,4,1,1,3,28379052.483077884,453088338.0019443,30700000.0,0.0,0.002798273675680745,0.0008736232344257176,0.023727519855175516
354,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,6,4,4,2,2,7,0,0,0,107435907.26613317,289479922.1501624,0.0,0.0,0.03546176056192259,0.0,0.06691209446956885
355,0,1,1,1,0,0,0,0,3,6,1,0,0,1,0,1,0,0,1,1,4,0,0,0,224273743.9100144,182485999.71459582,473000000.0,11774.179138019286,0.0017802249029158714,0.04323991862410895,0.0
356,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,1,3,0,1,7,2,1,1,145054640.96934536,306447668.0422201,115300000.0,0.0,0.10108003876092,0.0012137226499638147,0.0
357,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,7,4,0,2,4,0,0,0,2234438225.5280285,182118212.53865808,0.0,0.0,1.436034957664168,0.40327572429461256,0.0
358,0,0,0,0,0,0,0,0,0,6,0,0,6,2,0,0,3,0,3,3,7,0,0,0,1158188715.4539752,238593183.24706924,169200000.0,0.0,0.0,2.16376516535829,0.0
359,0,1,0,0,0,0,0,0,3,6,0,3,5,2,0,8,0,3,3,5,4,3,0,0,0.0,355194886.25859207,115300000.0,0.0,0.0,0.0,0.0
360,0,0,0,0,0,0,0,0,3,6,1,0,0,7,0,1,0,3,4,3,0,1,1,0,1456242664.000466,289649137.23488927,0.0,74931.64008949348,0.0073758625460437835,0.3021751486213699,0.0
361,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,7,2,1,0,0,0,2735208220.446403,98580147.33040503,84600000.0,62229.30673985969,0.16974379906481146,0.1435994967597279,0.0
362,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,4,3,0,0,1994036608.548971,94484197.75695668,641400000.0,37790.66538607991,0.17738586386139685,0.8075119570873958,0.0
363,0,1,0,1,0,0,0,0,0,6,2,0,0,2,0,1,3,3,1,4,4,7,0,0,110261961.12030865,294124917.8952148,485000000.0,0.0,0.009652665276875175,0.20105622710174925,0.0
364,0,1,0,0,0,0,0,0,0,4,1,7,0,0,0,3,7,0,2,1,7,3,0,0,1432601284.8631654,288117054.894955,30700000.0,0.0,1.0530957890327963,0.0,0.0
365,0,1,0,0,0,0,0,0,3,4,1,7,0,0,0,0,3,7,1,2,7,0,0,0,1489971618.1488662,257576717.53157824,61400000.0,21642.959361146284,0.1263271519636569,0.008916472381859065,0.002111089466771203
366,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,1,4,7,0,0,0,2027599907.5163312,173397653.78412417,199900000.0,0.0,1.134549739272874,0.7343416830098433,0.0
367,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,6,0,4,0,1999774601.9826107,98043349.85233226,199900000.0,105044.54207852078,0.007651580877346504,0.39268259879781053,0.0
368,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,3,1,5,5,3,0,0,1291037804.87829,176524800.18839487,146000000.0,0.0,0.626097641663342,0.7647382133087252,0.0
369,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,2,6,3,1,0,0,2131164039.6677794,137266897.80067992,169200000.0,0.0,0.6152487017340911,2.4006095455190417,0.0
370,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,6,4,5,0,1,2126990255.063212,198733367.1736654,176700000.0,0.0,1.414531658873429,0.0,0.0
371,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,2,2,6,1,3,0,2311709930.4984226,192389067.27500096,199900000.0,44857.98942462253,0.20794136066356836,0.9414166256264144,0.0
372,0,0,0,0,0,0,0,0,0,7,0,0,7,2,0,0,1,6,2,2,0,1,0,0,1316408190.7649887,288608707.8834038,84600000.0,0.0,0.0,2.3893875912694402,0.0011885188148114893
373,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,4,3,0,0,2081761412.4832597,97090189.99866675,290400000.0,107293.07863805268,0.010842204891476062,0.41007554065221385,0.0
374,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,4,3,1,1,5,0,0,0,2819191871.979723,192983395.68648273,0.0,0.0,1.924204776381138,0.0,0.0
375,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,6,1,6,3,2,6,1,0,0,52089263.07453853,330646531.9422076,84600000.0,0.0,0.0,0.07298722709946552,0.015897571790796743
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2713503601.9311686,33893227.81352643,115300000.0,0.0,1.7034995072961316,0.2994554063068847,0.0
377,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,2,0,1,0,1,7,0,1479897757.5526717,141520981.9657863,540600000.0,64602.35470747841,0.00646988136173519,0.3753572847440374,0.0
378,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,2,2,5,0,1,0,2709102932.2978725,136455765.11763933,115300000.0,25299.888134625224,0.5439075390051586,0.28125575836407235,0.0
379,0,1,0,0,0,0,0,0,0,7,5,3,6,2,0,7,7,0,3,5,7,1,0,0,42019388.51225935,460054584.355374,30700000.0,0.0,0.0013991368378403724,0.0,0.03915117187894847
380,0,0,0,0,0,0,0,0,0,7,5,0,0,2,0,0,0,3,1,2,5,0,0,0,1626438308.0093746,229585501.62365693,0.0,0.0,0.03546176056192259,2.8561331749518186,0.0
381,0,1,0,0,0,0,0,0,0,7,1,0,4,1,0,1,1,3,0,2,5,0,0,0,719840547.1791407,292951085.26414883,115300000.0,0.0,0.0,1.288819760323184,0.031379424138157676
382,0,1,0,0,0,0,0,0,3,6,4,0,1,2,0,1,7,0,5,1,7,0,0,0,538988621.7930143,293462410.4860633,115300000.0,33241.541011670146,0.0006204012657418394,0.10992984461405764,0.008224761910100608
383,0,1,0,0,0,0,0,0,0,7,5,3,0,2,0,6,2,3,3,1,6,0,0,0,114769095.2714414,362555220.5195866,61400000.0,0.0,0.025486837143606184,0.0,0.08450450669266221
384,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,6,0,2,1,1,0,0,1345502122.1768546,202857877.14882338,169200000.0,0.0,0.034073001123234165,2.3857499192722034,0.0
385,0,0,0,0,0,0,0,0,0,7,0,0,7,2,0,1,0,1,3,5,7,0,0,0,1922197258.5724053,276274829.3825217,0.0,0.0,0.0041974105135211175,3.37744978112423,0.0
386,0,1,0,0,0,0,0,0,1,4,2,6,0,2,0,6,3,0,7,2,0,0,1,1,61274538.47491082,343029341.3001403,146000000.0,914.4444253146107,0.014282540093153925,0.0,0.004182269867486846
387,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,2,0,0,5,5,0,3,0,1,1198074807.400472,190467387.15849406,290400000.0,0.0,0.027287064044710988,2.066228609657704,0.0
388,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,2,2,7,1,0,0,2047924328.8134954,151066599.43330386,30700000.0,0.0,1.2985694578299698,0.3823390623261224,0.0
389,0,1,0,0,0,0,0,0,3,0,5,0,0,2,0,0,4,4,0,2,4,0,0,0,923232714.5347537,171096996.56646818,146000000.0,20759.613609753964,0.07115727602326671,0.019884840078184474,0.007889210665483197
390,0,0,0,0,0,0,0,0,2,0,0,7,0,3,0,0,0,3,2,2,6,0,0,0,1439139218.050652,169750566.96153864,284500000.0,58808.84915573574,0.01455243445362243,0.34323909208577613,0.0
391,0,1,0,0,0,0,0,0,3,4,0,0,0,6,0,0,6,1,2,5,7,0,0,0,646315320.0527356,207338688.35949475,199900000.0,39906.12549234478,0.0017253016964627172,0.13308685171827592,0.008119502343751995
392,0,1,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,2,4,5,4,0,0,0,1803332168.7615979,202449126.4505848,30700000.0,0.0,0.6517416132227435,1.6168471508258073,0.0
393,0,1,0,0,0,0,0,0,1,7,0,0,0,6,0,4,4,3,2,1,0,0,0,0,94964606.02639538,236541780.8437789,248500000.0,2813.939357586366,0.005175905089388151,0.004939422572351794,0.024674285730301823
394,0,1,0,1,0,0,0,0,3,4,0,1,0,3,0,0,4,4,1,1,1,0,0,0,669818904.6185616,209311354.08600548,236500000.0,36976.21693091519,0.009520487188727009,0.1304623848329449,0.0011846282221330987
395,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,3,1,6,5,3,0,0,2037347187.5933142,226932207.40451843,0.0,0.0,0.6547690669591005,2.0771258210479675,0.0
396,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,6,1,2,0,1,1950667555.836471,201778566.13855124,417700000.0,0.0,0.024717535232886636,3.2793986834268853,0.0
397,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,5,0,0,0,0,707520562.4125959,130170171.76298536,284500000.0,0.0,0.07957544554564674,1.1969804333401592,0.0
398,0,1,0,0,0,0,0,0,1,7,0,0,1,5,0,7,5,4,2,3,4,1,1,3,23243831.272724893,389229068.71292466,30700000.0,578.6589995328633,0.0033685357183984178,0.0,0.00435963728037634
399,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,1,3,6,0,2,6,0,0,0,1891563040.3482313,218014828.10656327,30700000.0,0.0,1.2842023210919324,0.08037331416300633,0.033948734492810786
400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,2,1,0,0,813885857.2907811,125555968.47950234,581600000.0,0.0,0.47894533312979093,0.18401183513835123,0.0
401,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,6,6,2,0,1,1100969912.4786105,173338950.1697912,533000000.0,59031.868024906216,0.002286364150387116,0.2198730316338301,0.0
402,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,5,0,0,3,2,7,0,0,0,128727047.3300758,168616246.7384705,199900000.0,0.0,0.024717535232886636,0.06576854209736895,0.06056933106338462
403,0,0,0,0,0,0,0,0,3,6,0,3,0,4,0,0,4,4,1,0,1,0,4,1,780261464.6553153,297291982.883526,0.0,41249.617389264946,0.011345476096483398,0.15997239116279238,0.0
404,0,1,0,0,0,0,0,0,3,3,3,1,0,3,0,0,0,5,0,2,2,0,0,0,1885897229.9151366,220880746.89026216,115300000.0,79439.48427063486,0.056581266354937154,0.26180753766796633,0.00376553089657892
405,0,0,0,0,0,0,0,0,0,7,1,0,7,1,0,7,0,0,0,4,7,0,0,0,114090069.57569362,291435010.0746506,84600000.0,0.0,0.0,0.058927315068553865,0.07486319781964265
406,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,684594204.218122,89813781.80815229,643100000.0,0.0,0.07044913550566935,1.1110760951710201,0.0
407,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,1,2,1,0,0,0,2469827112.0874405,178321692.55780855,0.0,0.0,0.6519915480817239,2.7737258875963486,0.0
408,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,5,3,2,4,0,0,1,1330045290.6186376,190427519.84366506,61400000.0,0.0,0.7131583653190677,0.6784596077604886,0.0
409,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,4,4,3,1,1,0,0,0,2912854725.813709,157733382.35186365,30700000.0,38384.93167004543,0.23090457316573654,0.022117106983744545,0.0
410,0,1,0,0,0,0,0,0,3,3,0,0,0,6,0,0,4,1,4,2,1,0,0,0,2663405828.918447,183773936.7307278,115300000.0,59449.760526207305,0.16974379906481146,0.12646512234259863,0.0
411,0,0,0,0,0,0,0,0,3,0,1,7,3,5,7,6,0,3,4,2,2,0,1,0,1826035967.8721924,425731933.7634634,0.0,22551.892296170074,0.15393638211049102,0.0,0.0016224640993408514
412,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,4,3,3,0,0,1631741486.8333812,157534575.51785535,635500000.0,0.0,0.024717535232886636,2.744724268628876,0.0
413,1,0,0,0,0,0,0,0,0,7,0,0,7,2,0,1,4,1,1,2,4,0,0,0,559995511.5649271,291871187.03042984,115300000.0,0.0,0.0,0.9679007571037758,0.06477210237733844
414,0,0,0,0,0,0,0,0,0,9,7,0,3,2,0,1,3,0,0,1,2,6,0,0,522783482.0511629,372166930.1810908,30700000.0,0.0,0.0,1.0234476616315138,0.0
415,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,7,4,3,3,4,4,1,0,0,84590712.16834769,274346043.5932056,284500000.0,0.0,0.06015401315176683,0.0,0.0024302869182736115
416,0,1,0,0,0,0,0,0,1,7,0,0,0,6,0,0,2,4,2,3,4,0,1,3,782865827.5196277,268858344.26396185,30700000.0,21897.535618132264,0.006683237010561052,0.5211185010773711,0.0
417,1,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,0,3,6,6,4,0,5,0,216859857.7712465,246196678.60869282,787400000.0,0.0,0.0,0.3853178878944691,0.0
418,0,0,0,0,0,0,0,0,0,7,3,1,7,2,0,0,0,2,0,5,6,0,0,0,1918241495.7118788,343009095.2922809,0.0,0.0,0.0013991368378403724,3.3775177427795104,0.0
