,policy,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
0,0,17459800.595437042,463339556.53211516,30700000.0,0.0,0.0,0.012168217780919376,0.0
1,1,328299567.6559097,463339556.53211516,30700000.0,0.0,0.0,0.002437996963660844,0.3270789718570382
2,,29100155.37730061,463339556.53211516,30700000.0,0.0,0.0,0.04389018278740717,0.0014459657333013522
3,,2822266.615832802,463339556.53211516,30700000.0,0.0,0.0,0.0015154771345058326,0.0
4,,27902215.874778472,463339556.53211516,30700000.0,0.0,0.0,0.0001991174413035386,0.03342306098880309
5,,21010903.121287514,463339556.53211516,30700000.0,0.0,0.0,0.009739821584229952,0.0
6,,29032015.730950058,463339556.53211516,30700000.0,0.0,0.0,0.012480735621148226,0.0
7,,101270968.02618545,463339556.53211516,30700000.0,0.0,0.09912642120193693,0.0,0.0
8,,9722280.29365055,463339556.53211516,30700000.0,0.0,0.0,0.007043434003972613,0.0
9,,16757812.708807644,463339556.53211516,30700000.0,0.0,0.0,0.009755506838787913,0.0
10,,0.0,463339556.53211516,30700000.0,0.0,0.0,0.0,0.0
11,,4671117.470438037,463339556.53211516,30700000.0,0.0,0.0,0.0,0.003910587184431762
12,,22880727.40872895,463339556.53211516,30700000.0,0.0,0.010037788357964927,0.0021614525135744984,0.012442424122627284
13,,1334729.1042525999,463339556.53211516,30700000.0,0.0,0.0,0.000935113780585276,0.0
14,,34479051.72514361,463339556.53211516,30700000.0,0.0,0.002246209453796264,0.01686675197788709,0.0
15,,27735992.65821181,463339556.53211516,30700000.0,0.0,0.0,0.00999786621765313,0.0
16,,15121594.143726103,463339556.53211516,30700000.0,0.0,0.0,0.008486423600105701,0.0
17,,39860648.12774344,463339556.53211516,30700000.0,0.0,0.028771541404302273,0.0,0.013087932280321669
18,,11188756.195926374,463339556.53211516,30700000.0,0.0,0.0,0.00020949652552247508,0.008573055580605334
19,,92191638.53116125,463339556.53211516,30700000.0,0.0,0.0,0.01555240321144533,0.06992275658162295
20,,8962518.28594996,463339556.53211516,30700000.0,0.0,0.010257884971825497,0.0,0.0
21,,58107248.432890974,463339556.53211516,30700000.0,0.0,0.0,0.019427208353378946,0.0
22,,423287962.8246198,463339556.53211516,30700000.0,0.0,0.21623576380284845,7.365157791731646e-05,0.0
23,,48682172.95295946,463339556.53211516,30700000.0,0.0,0.010109376800904402,0.019377390383395855,0.0
24,,0.0,463339556.53211516,30700000.0,0.0,0.0,0.0,0.0
25,,43897496.67436807,463339556.53211516,30700000.0,0.0,0.0,0.004158940878054402,0.025992416261325833
26,,9116827.37476559,463339556.53211516,30700000.0,0.0,0.0,0.002409453362549708,0.006039864691113216
