,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,policy,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
1218,82.0,226.0865562751815,1.0,0.1892399122832126,255.45772465586845,1.0,0.5774170793417194,298.54397113920857,10,0.7134592853387086,32.939714045118286,10,0.5816211436153823,264.83536407945684,1.5,0.13705093696563747,4.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228,No_measures,dikesnet,No_measures,3135218362.933123,0,0.0,0.0,2.0197232935557525,0.0,0.00529559640503186
1219,42.0,37.53867710219181,10,0.3389216620708918,204.81258161086873,1.0,0.08109436653597636,165.43773852362975,10,0.4036225316819885,214.42069328717108,10,0.47965718382196054,197.22590894681755,10,0.08853019207280267,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229,No_measures,dikesnet,No_measures,3114130328.735654,0,0.0,0.0,2.4584768894703615,0.0,0.004522907759681514
1220,20.0,253.79585476093501,1.0,0.21565057998988493,184.64914533181576,10,0.770980385085937,157.6619826371524,10,0.9148971160777225,80.15679509343941,10,0.8342682741681854,180.0031821284126,1.5,0.5263463261295295,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,No_measures,dikesnet,No_measures,2242594930.586825,0,0.0,0.0,2.03355292733946,0.0,0.0
1221,107.0,73.28771082745664,1.0,0.6249766709924106,36.02088220556336,10,0.5966799404269059,210.85584275712796,10,0.9419929608982238,160.64063764759962,1.0,0.20091595939873255,172.985939891862,1.0,0.9680695300189797,4.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231,No_measures,dikesnet,No_measures,154763237.55659732,0,0.0,0.0,0.08577150599141205,0.04350342561305789,0.0
1222,49.0,307.4668896628375,1.5,0.28385631676255335,108.26461425979801,10,0.5696428996820855,323.5297005332724,10,0.614685027318379,222.95665572768942,10,0.7647599938193888,182.59314081847813,1.0,0.7999963072441634,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232,No_measures,dikesnet,No_measures,2566639269.290633,0,0.0,0.0,1.9886736496720212,0.0,0.0
1223,104.0,250.13196831869192,1.5,0.35810422147632254,303.2813372627036,10,0.777698088015216,178.87690156129628,10,0.49725589910886286,348.7485009033981,1.0,0.08044647592734441,192.67245485001826,1.0,0.5963279902432119,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233,No_measures,dikesnet,No_measures,2006443091.2777767,0,0.0,0.0,1.2770089015426929,0.02422678396559691,0.0
1224,102.0,106.97084222945085,1.0,0.16345732027796764,226.26796501867005,1.5,0.5049752639090677,47.28377435197572,10,0.7557633324336017,116.56495499008875,1.5,0.4103466704030748,190.11995862112497,1.5,0.3378965556861124,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234,No_measures,dikesnet,No_measures,2610890953.6611395,0,0.0,0.0,2.017952048091055,0.004401506095287051,0.00721427832609519
1225,73.0,241.87814784658937,1.5,0.014020829973227166,191.5321473066223,1.5,0.9471188325490122,173.95172917499124,1.5,0.39157490072120327,313.2370709018245,1.5,0.23584718892214737,135.72696267611497,10,0.9749888775466435,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235,No_measures,dikesnet,No_measures,3294468978.6947575,0,0.0,0.0,2.0299874753414864,0.0,0.0
1226,21.0,335.2339835694551,10,0.07399667102561695,108.76984796884793,10,0.698267687706664,324.1469052497932,1.5,0.9163850544758364,273.4612496359293,10,0.09583789301401238,254.90187082422597,1.5,0.4135268932582674,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236,No_measures,dikesnet,No_measures,3784250229.9887724,0,0.0,0.0,2.0012636963843833,0.0,0.0
1227,39.0,311.5338658267243,1.0,0.32975769504171537,285.4217562492512,1.5,0.7017946165659269,149.42858947679193,1.5,0.44915551860618397,255.86446948583816,1.5,0.6583075102971251,239.10675243317985,1.5,0.47506402414009713,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,No_measures,dikesnet,No_measures,2061872201.502707,0,0.0,0.0,1.7095760113545055,0.0,0.0
1228,111.0,52.135613723411524,10,0.34016859275536004,269.46303876082686,1.5,0.5456191125627928,232.3165078434081,1.5,0.8038796986247626,220.54441569660378,1.5,0.25175841307918573,305.21067099153004,1.5,0.5165963583499841,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238,No_measures,dikesnet,No_measures,2539809282.6149282,0,0.0,0.0,1.7125427912052158,0.018101186057160906,0.0
1229,18.0,43.722210648394295,1.0,0.2762743644019365,209.30337480201916,1.5,0.9147409268595447,182.8756633190141,1.5,0.1565308261369744,201.5621194083508,10,0.3950493896942349,281.20855908913325,1.0,0.29330044113769366,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239,No_measures,dikesnet,No_measures,3313072576.9096866,0,0.0,0.0,2.0250163431416977,2.4976351535334125,0.0
1230,51.0,181.01968713420408,1.5,0.615061169826201,188.3652211821474,1.0,0.4702084121418241,72.66925857759145,1.0,0.39645822163696254,189.2481992797688,1.0,0.5282521049110597,113.027692562747,10,0.17354812273406436,1.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240,No_measures,dikesnet,No_measures,709003106.3450358,0,0.0,0.0,0.09173555630587393,0.43980546766435863,0.23378833034270008
1231,111.0,146.66202511979185,1.0,0.6942014883163036,95.23975384877718,10,0.12895733771480442,340.53050522970875,10,0.5987880342850814,294.12962130412353,1.5,0.08259523385328166,279.1002432535712,1.5,0.7301859990456778,4.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,No_measures,dikesnet,No_measures,634920032.1700758,0,0.0,0.0,0.4959928037032333,0.02248113416066897,0.0
1232,35.0,330.4956718305251,10,0.6752303882590418,204.2037981054401,10,0.26237707393659243,72.82675896148496,10,0.713667414321822,57.29842051038301,1.0,0.7438131806505247,125.33677277673777,1.0,0.3831066443075907,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242,No_measures,dikesnet,No_measures,294940843.11593413,0,0.0,0.0,0.2889743541780192,0.0,0.0
1233,80.0,127.83985949154514,10,0.5197315541512741,278.2682569707953,10,0.8011519753602078,133.3215269282314,10,0.6235773052368158,133.83689426380062,10,0.5986194296250922,323.7734538310757,1.0,0.7947980703872412,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243,No_measures,dikesnet,No_measures,195563630.8952772,0,0.0,0.0,0.1285703518756764,0.06802672423542822,0.0
1234,45.0,188.74073201496395,10,0.22552287078522346,265.3293655851103,1.5,0.8095997108087188,71.82542565889287,10,0.18077027917173483,120.31441895067287,1.5,0.569581178505582,41.51345310399516,1.0,0.4710166149846836,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244,No_measures,dikesnet,No_measures,3882695300.706636,0,0.0,0.0,2.0386309404081366,0.37142905052113895,0.0
1235,71.0,268.45264708406035,1.0,0.31961870088317845,227.21078174673846,1.0,0.4634502680413157,274.2887790943301,1.0,0.38213033403411395,173.33300632325043,1.5,0.7662957173097693,57.0442577662573,1.5,0.9779316563266374,2.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245,No_measures,dikesnet,No_measures,3152199038.5413427,0,0.0,0.0,2.0385745652297897,0.0,0.0
1236,103.0,347.61455072334735,1.0,0.2425351491862844,74.55132864242375,1.0,0.8432318793566668,84.17994156288228,1.5,0.0020650795613208757,315.2725116025712,1.5,0.7222258823404603,307.3144439695426,1.5,0.4310101131577096,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246,No_measures,dikesnet,No_measures,4882806570.69565,0,0.0,0.0,2.028797726969132,3.343928090039906,0.0
1237,127.0,327.849729067256,1.0,0.28703248235995427,277.02712091448166,10,0.5722675474602706,52.038195044711955,10,0.3559408352240533,251.5152964665649,10,0.8419275968967618,65.39795153479025,10,0.30099028620924606,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247,No_measures,dikesnet,No_measures,2240476757.3584948,0,0.0,0.0,2.0311359811211505,0.0,0.0
1238,48.0,130.49098532234154,1.0,0.3839444028203975,199.5745274276772,1.5,0.37807348186638806,228.65533167997367,1.0,0.22690435905023162,98.32368939040931,1.0,0.4921588498905384,71.83581717858134,1.0,0.665496977222944,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248,No_measures,dikesnet,No_measures,1573643406.7046592,0,0.0,0.0,0.844328898513323,1.8442337910743385,0.0
1239,6.0,185.90144779440752,1.5,0.6137603934827697,71.01366073332278,1.0,0.6860109341789189,101.87250108765029,10,0.8716019781017021,257.67873155531424,1.5,0.47084546202668626,122.74335109367377,1.5,0.41613508911603847,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249,No_measures,dikesnet,No_measures,227941525.73178002,0,0.0,0.0,0.07540993560470383,0.046889552340686584,0.08422885922314312
1240,10.0,325.9521181472431,1.0,0.9066224773067433,137.59521288736718,10,0.4472219162418585,130.2406066496766,10,0.33449060245977713,127.74507260565127,1.0,0.2787175773084716,249.01370510847644,1.0,0.6384926316715872,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250,No_measures,dikesnet,No_measures,650667381.8783324,0,0.0,0.0,0.09013746805692534,0.9247675858401998,0.0
1241,55.0,333.3403854455224,1.0,0.8893767913721862,98.17596061902564,10,0.5953781837515733,182.96917919024415,1.0,0.5531997179437221,186.56411904910635,1.5,0.6862306471218027,132.35714984853854,10,0.15653794941369997,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251,No_measures,dikesnet,No_measures,534941681.77019614,0,0.0,0.0,0.04081867560946164,0.18704449433976783,0.3735867003610255
1242,84.0,87.80216507646301,1.0,0.25035168392933255,67.8886909260264,10,0.8751860508958527,71.41163322487746,1.0,0.048704231489863005,182.22032700977775,1.5,0.37973712802617365,103.03801653217326,1.5,0.9847935417938206,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252,No_measures,dikesnet,No_measures,5550808260.10093,0,0.0,0.0,2.01997192744939,3.4923036530600355,0.0
1243,43.0,102.72532844782573,1.0,0.6727654742988569,292.10564050414996,10,0.22562183455092621,243.05284046441403,1.0,0.7619728151439511,339.46589214654966,1.0,0.9783394296456526,231.41807675126185,10,0.2840385921070126,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253,No_measures,dikesnet,No_measures,291284579.96036667,0,0.0,0.0,0.285716520284922,0.0,0.0
1244,117.0,243.63327875659522,1.0,0.6241467147458726,89.61077666862832,1.0,0.5420606639149164,248.32998180184825,10,0.6826111731678648,286.71165178122317,1.0,0.2287244513378222,167.19946193668318,10,0.9340746345790149,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254,No_measures,dikesnet,No_measures,298257116.6189903,0,0.0,0.0,0.10790111251308326,0.07190205087652073,0.0
1245,76.0,159.06491845262667,1.5,0.6898324982001341,76.04756369093893,10,0.3659167738740082,101.17229153381959,1.0,0.03109471316635305,223.95698771428448,10,0.4113456846856497,45.99246343629534,1.0,0.3336493831688599,4.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255,No_measures,dikesnet,No_measures,1886673224.836604,0,0.0,0.0,0.14673850843481992,3.7006651514568505,0.0
1246,93.0,340.14679132717015,1.5,0.09507611912156623,251.61356836907092,10,0.14932852928149382,58.65110023488358,10,0.46670850741699726,163.87773495610622,1.5,0.49283943449003226,75.56280378469035,1.5,0.8429538782904142,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256,No_measures,dikesnet,No_measures,3450821737.5150404,0,0.0,0.0,2.0247451781347947,0.0,0.0
1247,129.0,117.78379289856832,1.5,0.7017258824924771,221.43030393524057,1.5,0.5763774126464344,181.16079503947236,1.5,0.2718610977899314,159.70704926399384,1.0,0.7359749053701625,300.693113161255,1.0,0.4896278044719275,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257,No_measures,dikesnet,No_measures,613926162.0716426,0,0.0,0.0,0.04576838208881741,1.07404541518105,0.0
1248,91.0,274.9771288472102,1.0,0.6512201029779731,285.64604304046054,1.5,0.6793364646205662,300.1077083880511,1.5,0.865695731402217,265.5840543169429,10,0.6460607558499895,113.23399295229565,10,0.21227234669372602,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258,No_measures,dikesnet,No_measures,555186348.622817,0,0.0,0.0,0.07756251711093778,0.09462973425991884,0.40551257441702476
1249,7.0,213.71202246359587,1.0,0.543627581394061,281.94128512652514,1.5,0.34618857129353603,264.9550361676234,1.0,0.21168765385343546,78.30068313360825,10,0.5755803700490938,58.643662353768235,1.5,0.66642683401212,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259,No_measures,dikesnet,No_measures,1551748139.0394528,0,0.0,0.0,0.29693908879048475,2.2840549890813353,0.0
1250,39.0,176.7462255356386,1.0,0.5902793650556744,272.12158876418533,1.0,0.11379732437792128,111.02356840568541,10,0.22907130667969783,86.61194046214226,1.5,0.3620671671858142,241.69591574362215,1.5,0.20524482298434255,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,No_measures,dikesnet,No_measures,1474384063.4368744,0,0.0,0.0,0.6316516657368259,0.9798858910222169,0.0
1251,78.0,215.92233055725075,10,0.03891575066773358,33.13109640401921,10,0.6109310654939414,142.3518738898914,1.5,0.4116140279143885,47.155889572468624,10,0.23474374237825033,300.83636255313417,1.5,0.549404009957928,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261,No_measures,dikesnet,No_measures,2763306102.8657365,0,0.0,0.0,2.030733088781712,0.00041278438272235877,0.0
1252,118.0,73.15245527163805,10,0.6522396065508019,339.4159385084425,10,0.758278547098768,288.29647749892683,1.0,0.6462995364750481,179.79194385573973,1.0,0.48952240769079275,233.39336580145783,1.0,0.5961869410298006,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,No_measures,dikesnet,No_measures,213214875.85029536,0,0.0,0.0,0.06941771675740115,0.20497829795501907,0.014440634831817921
1253,93.0,163.57075757378217,10,0.0030667202292954015,228.04416343586266,1.0,0.5908346289156238,38.04452148669318,10,0.1708696066154907,65.0073508835996,1.0,0.9314601178980821,37.155696084063464,1.5,0.4009412989728612,2.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,No_measures,dikesnet,No_measures,3761876018.665715,0,0.0,0.0,2.0247451781347947,0.3836174242728563,0.0
1254,115.0,242.37340145878446,1.0,0.06456430137583596,139.36468557017264,1.0,0.5783365441046119,156.02740484375306,1.0,0.6045795431419911,39.899393856929066,1.0,0.36305864685180694,193.05233198978686,10,0.23566811835559806,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264,No_measures,dikesnet,No_measures,2735764665.7834444,0,0.0,0.0,1.9963360064317568,0.0,0.0
1255,12.0,144.59532622131138,10,0.7040925716986208,128.48933864099317,10,0.6014351905943242,158.26464399109415,10,0.4038334163346235,45.94799645470927,1.0,0.9106275046947222,284.6582437718848,1.5,0.4109580630546231,2.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265,No_measures,dikesnet,No_measures,436940607.3543176,0,0.0,0.0,0.07735447335462435,0.6359069747169295,0.005425783765119431
1256,88.0,237.52733827340325,1.5,0.020178160313476242,219.27019998451448,1.5,0.4664519852727842,74.48924489869691,1.0,0.8888211228894344,57.87041784795208,1.0,0.633585216838787,322.9574019973206,1.5,0.48195436841052647,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266,No_measures,dikesnet,No_measures,2419630381.552879,0,0.0,0.0,1.992150647768297,0.0,0.0
1257,92.0,216.48949856775016,1.5,0.6968411924524416,161.7862097224055,1.5,0.4879481543639118,232.1715174153777,1.5,0.7107247669972481,69.57680355172076,10,0.0859154869884277,195.14724457871463,1.5,0.04057760145823764,2.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267,No_measures,dikesnet,No_measures,819154753.3079454,0,0.0,0.0,0.07695875233225975,0.10676873448543325,0.5222831458713819
1258,87.0,127.40318298019977,1.0,0.6698530958749234,71.87469034573462,1.0,0.502203105679245,180.23148048147928,10,0.9154766442635446,105.4853194896636,1.0,0.19072298773445698,240.0631311346769,10,0.8734874839616127,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268,No_measures,dikesnet,No_measures,236634543.7936975,0,0.0,0.0,0.1194852586758742,0.044041150735570224,0.0
1259,8.0,209.91399319385724,10,0.8612747801636309,329.74798363136614,10,0.593100124457554,122.24060759279595,1.5,0.3942675171084994,218.03821268244457,10,0.06354109874713061,62.08437501752175,1.5,0.5536273212834132,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269,No_measures,dikesnet,No_measures,512304059.0042944,0,0.0,0.0,0.052611097986057065,0.7016252442861628,0.0
1260,32.0,321.5538294914876,1.0,0.2581706903208332,64.79722723345722,1.0,0.5160566754747941,256.9141503453344,10,0.05898564331938704,78.87653002286363,10,0.8562650071211346,279.2008206245723,1.0,0.5227290417814388,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270,No_measures,dikesnet,No_measures,4136029843.4608736,0,0.0,0.0,2.0277607341352684,2.0712735081356204,0.0
1261,81.0,319.83779263348185,1.0,0.2665696227117015,194.47650610450526,1.0,0.6107924064613812,332.90783454272577,1.0,0.6344966499571159,135.50853099178286,1.5,0.4560407784166662,202.6175072591983,10,0.8845211952924528,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271,No_measures,dikesnet,No_measures,2939791527.62096,0,0.0,0.0,2.0428925606425783,0.0,0.0
